,player,x,y,loc,interaction,Jogo,temporada
1,Andrés Iniesta Luján,77.68958333333333,49.15416666666667,[77.68958333 49.15416667],104,Atlético Madrid x Barcelona,2013/2014
2,Daniel Alves da Silva,69.6171052631579,8.285526315789474,[69.61710526  8.28552632],154,Atlético Madrid x Barcelona,2013/2014
3,Francesc Fàbregas i Soler,70.22537313432836,41.67462686567164,[70.22537313 41.67462687],155,Atlético Madrid x Barcelona,2013/2014
4,Gerard Piqué Bernabéu,49.980357142857144,24.8125,[49.98035714 24.8125    ],99,Atlético Madrid x Barcelona,2013/2014
5,Javier Alejandro Mascherano,43.17857142857143,49.43095238095238,[43.17857143 49.43095238],73,Atlético Madrid x Barcelona,2013/2014
6,Jordi Alba Ramos,61.25204081632653,63.874489795918365,[61.25204082 63.8744898 ],175,Atlético Madrid x Barcelona,2013/2014
7,Pedro Eliezer Rodríguez Ledesma,82.48205128205129,56.62564102564103,[82.48205128 56.62564103],94,Atlético Madrid x Barcelona,2013/2014
8,Sergio Busquets i Burgos,56.32987012987012,41.324675324675326,[56.32987013 41.32467532],142,Atlético Madrid x Barcelona,2013/2014
9,Víctor Valdés Arribas,10.904545454545454,32.14545454545455,[10.90454545 32.14545455],32,Atlético Madrid x Barcelona,2013/2014
10,Xavier Hernández Creus,68.01290322580645,30.46344086021505,[68.01290323 30.46344086],195,Atlético Madrid x Barcelona,2013/2014
0,Andrés Iniesta Luján,72.5945945945946,52.678378378378376,[72.59459459 52.67837838],156,Real Madrid x Barcelona,2013/2014
1,Daniel Alves da Silva,61.46060606060606,3.715151515151515,[61.46060606  3.71515152],123,Real Madrid x Barcelona,2013/2014
2,Francesc Fàbregas i Soler,68.3923076923077,37.02,[68.39230769 37.02      ],137,Real Madrid x Barcelona,2013/2014
3,Gerard Piqué Bernabéu,38.114285714285714,46.97380952380953,[38.11428571 46.97380952],73,Real Madrid x Barcelona,2013/2014
4,Javier Alejandro Mascherano,41.432258064516134,20.06451612903226,[41.43225806 20.06451613],60,Real Madrid x Barcelona,2013/2014
5,Jordi Alba Ramos,60.22089552238806,62.74626865671642,[60.22089552 62.74626866],131,Real Madrid x Barcelona,2013/2014
6,Lionel Andrés Messi Cuccittini,77.82954545454545,28.686363636363637,[77.82954545 28.68636364],101,Real Madrid x Barcelona,2013/2014
7,Neymar da Silva Santos Junior,71.13529411764705,18.13529411764706,[71.13529412 18.13529412],91,Real Madrid x Barcelona,2013/2014
8,Sergio Busquets i Burgos,51.6493670886076,38.57974683544304,[51.64936709 38.57974684],147,Real Madrid x Barcelona,2013/2014
9,Víctor Valdés Arribas,8.223809523809523,35.18095238095238,[ 8.22380952 35.18095238],32,Real Madrid x Barcelona,2013/2014
10,Xavier Hernández Creus,63.219607843137254,29.602941176470587,[63.21960784 29.60294118],199,Real Madrid x Barcelona,2013/2014
0,Alexandre Dimitri Song-Billong,44.38809523809524,28.873809523809523,[44.38809524 28.87380952],74,Real Betis x Barcelona,2013/2014
1,Carles Puyol i Saforcada,36.645833333333336,47.68333333333334,[36.64583333 47.68333333],45,Real Betis x Barcelona,2013/2014
2,Daniel Alves da Silva,59.50181818181818,4.229090909090909,[59.50181818  4.22909091],115,Real Betis x Barcelona,2013/2014
3,Francesc Fàbregas i Soler,58.05555555555556,34.593333333333334,[58.05555556 34.59333333],95,Real Betis x Barcelona,2013/2014
4,Lionel Andrés Messi Cuccittini,80.96666666666665,25.333333333333332,[80.96666667 25.33333333],9,Real Betis x Barcelona,2013/2014
5,Marc Bartra Aregall,36.25952380952381,19.226190476190474,[36.25952381 19.22619048],68,Real Betis x Barcelona,2013/2014
6,Martín Montoya Torralbo,50.791666666666664,63.025000000000006,[50.79166667 63.025     ],54,Real Betis x Barcelona,2013/2014
7,Neymar da Silva Santos Junior,76.47222222222223,46.233333333333334,[76.47222222 46.23333333],74,Real Betis x Barcelona,2013/2014
8,Pedro Eliezer Rodríguez Ledesma,68.24249999999999,11.620000000000001,[68.2425 11.62  ],91,Real Betis x Barcelona,2013/2014
9,Víctor Valdés Arribas,10.05,33.75,[10.05 33.75],52,Real Betis x Barcelona,2013/2014
10,Xavier Hernández Creus,58.291044776119406,29.23134328358209,[58.29104478 29.23134328],131,Real Betis x Barcelona,2013/2014
0,Adriano Correia Claro,57.30153846153846,65.51692307692308,[57.30153846 65.51692308],130,Real Valladolid x Barcelona,2013/2014
1,Daniel Alves da Silva,59.0125,5.487500000000001,[59.0125  5.4875],120,Real Valladolid x Barcelona,2013/2014
2,Francesc Fàbregas i Soler,68.23709677419355,38.66451612903226,[68.23709677 38.66451613],129,Real Valladolid x Barcelona,2013/2014
3,Gerard Piqué Bernabéu,44.594545454545454,25.043636363636367,[44.59454545 25.04363636],102,Real Valladolid x Barcelona,2013/2014
4,Javier Alejandro Mascherano,43.3506329113924,50.77088607594937,[43.35063291 50.77088608],142,Real Valladolid x Barcelona,2013/2014
5,Lionel Andrés Messi Cuccittini,83.77428571428571,28.67142857142857,[83.77428571 28.67142857],85,Real Valladolid x Barcelona,2013/2014
6,Neymar da Silva Santos Junior,70.79428571428572,58.56285714285714,[70.79428571 58.56285714],96,Real Valladolid x Barcelona,2013/2014
7,Pedro Eliezer Rodríguez Ledesma,73.88378378378378,18.11891891891892,[73.88378378 18.11891892],88,Real Valladolid x Barcelona,2013/2014
8,Sergio Busquets i Burgos,56.03181818181818,35.38409090909091,[56.03181818 35.38409091],158,Real Valladolid x Barcelona,2013/2014
9,Víctor Valdés Arribas,9.891304347826088,36.81739130434782,[ 9.89130435 36.8173913 ],34,Real Valladolid x Barcelona,2013/2014
10,Xavier Hernández Creus,65.04623655913979,31.395698924731185,[65.04623656 31.39569892],188,Real Valladolid x Barcelona,2013/2014
0,Adriano Correia Claro,69.58684210526316,62.873684210526314,[69.58684211 62.87368421],143,Real Sociedad x Barcelona,2013/2014
1,Alexandre Dimitri Song-Billong,54.292682926829265,33.9390243902439,[54.29268293 33.93902439],78,Real Sociedad x Barcelona,2013/2014
2,Andrés Iniesta Luján,72.25285714285714,52.02142857142857,[72.25285714 52.02142857],146,Real Sociedad x Barcelona,2013/2014
3,Gerard Piqué Bernabéu,48.294,49.226000000000006,[48.294 49.226],90,Real Sociedad x Barcelona,2013/2014
4,Lionel Andrés Messi Cuccittini,72.625,30.758333333333333,[72.625      30.75833333],79,Real Sociedad x Barcelona,2013/2014
5,Marc Bartra Aregall,44.983870967741936,19.148387096774194,[44.98387097 19.1483871 ],56,Real Sociedad x Barcelona,2013/2014
6,Martín Montoya Torralbo,67.03770491803279,8.775409836065574,[67.03770492  8.77540984],116,Real Sociedad x Barcelona,2013/2014
7,Neymar da Silva Santos Junior,88.978,61.553999999999995,[88.978 61.554],115,Real Sociedad x Barcelona,2013/2014
8,Pedro Eliezer Rodríguez Ledesma,76.93617021276596,22.09787234042553,[76.93617021 22.09787234],112,Real Sociedad x Barcelona,2013/2014
9,Sergio Busquets i Burgos,63.219148936170214,27.680851063829788,[63.21914894 27.68085106],99,Real Sociedad x Barcelona,2013/2014
10,Víctor Valdés Arribas,10.412,32.616,[10.412 32.616],34,Real Sociedad x Barcelona,2013/2014
0,Adriano Correia Claro,64.15813953488373,63.9406976744186,[64.15813953 63.94069767],158,Osasuna x Barcelona,2013/2014
1,Andrés Iniesta Luján,66.62035398230088,46.703539823008846,[66.62035398 46.70353982],230,Osasuna x Barcelona,2013/2014
2,Carles Puyol i Saforcada,41.57887323943662,52.06056338028169,[41.57887324 52.06056338],127,Osasuna x Barcelona,2013/2014
3,Francesc Fàbregas i Soler,76.09692307692308,38.26461538461538,[76.09692308 38.26461538],144,Osasuna x Barcelona,2013/2014
4,Marc Bartra Aregall,42.30142857142857,18.37857142857143,[42.30142857 18.37857143],129,Osasuna x Barcelona,2013/2014
5,Martín Montoya Torralbo,67.28214285714286,3.1339285714285716,[67.28214286  3.13392857],108,Osasuna x Barcelona,2013/2014
6,Neymar da Silva Santos Junior,75.25942028985507,52.17826086956522,[75.25942029 52.17826087],171,Osasuna x Barcelona,2013/2014
7,Pedro Eliezer Rodríguez Ledesma,78.05,14.328571428571431,[78.05       14.32857143],99,Osasuna x Barcelona,2013/2014
8,Sergio Busquets i Burgos,52.172277227722766,32.63465346534653,[52.17227723 32.63465347],196,Osasuna x Barcelona,2013/2014
9,Víctor Valdés Arribas,10.337037037037037,37.46666666666667,[10.33703704 37.46666667],37,Osasuna x Barcelona,2013/2014
10,Xavier Hernández Creus,66.58850574712643,30.627586206896552,[66.58850575 30.62758621],175,Osasuna x Barcelona,2013/2014
0,Adriano Correia Claro,49.90555555555555,63.08888888888888,[49.90555556 63.08888889],33,Celta Vigo x Barcelona,2013/2014
1,Alexandre Dimitri Song-Billong,61.8719298245614,27.66315789473684,[61.87192982 27.66315789],108,Celta Vigo x Barcelona,2013/2014
2,Alexis Alejandro Sánchez Sánchez,63.34375,22.725,[63.34375 22.725  ],79,Celta Vigo x Barcelona,2013/2014
3,Carles Puyol i Saforcada,44.25555555555555,44.17777777777778,[44.25555556 44.17777778],87,Celta Vigo x Barcelona,2013/2014
4,Daniel Alves da Silva,57.282666666666664,8.157333333333332,[57.28266667  8.15733333],128,Celta Vigo x Barcelona,2013/2014
5,Francesc Fàbregas i Soler,63.46938775510204,40.0734693877551,[63.46938776 40.07346939],99,Celta Vigo x Barcelona,2013/2014
6,Lionel Andrés Messi Cuccittini,79.70769230769231,23.35576923076923,[79.70769231 23.35576923],133,Celta Vigo x Barcelona,2013/2014
7,Marc Bartra Aregall,42.3953125,21.78125,[42.3953125 21.78125  ],119,Celta Vigo x Barcelona,2013/2014
8,Pedro Eliezer Rodríguez Ledesma,77.48205128205129,44.723076923076924,[77.48205128 44.72307692],85,Celta Vigo x Barcelona,2013/2014
9,Sergio Busquets i Burgos,52.03076923076923,40.184615384615384,[52.03076923 40.18461538],100,Celta Vigo x Barcelona,2013/2014
10,Víctor Valdés Arribas,12.944,35.084,[12.944 35.084],45,Celta Vigo x Barcelona,2013/2014
0,Adriano Correia Claro,60.214035087719296,61.03859649122808,[60.21403509 61.03859649],106,Almería x Barcelona,2013/2014
1,Alexis Alejandro Sánchez Sánchez,80.56666666666666,14.29,[80.56666667 14.29      ],79,Almería x Barcelona,2013/2014
2,Andrés Iniesta Luján,67.11012658227848,44.45189873417721,[67.11012658 44.45189873],148,Almería x Barcelona,2013/2014
3,Daniel Alves da Silva,70.75,4.883333333333333,[70.75        4.88333333],133,Almería x Barcelona,2013/2014
4,Francesc Fàbregas i Soler,70.04805194805195,35.39350649350649,[70.04805195 35.39350649],159,Almería x Barcelona,2013/2014
5,Gerard Piqué Bernabéu,42.18,48.15,[42.18 48.15],150,Almería x Barcelona,2013/2014
6,Lionel Andrés Messi Cuccittini,90.975,27.615,[90.975 27.615],43,Almería x Barcelona,2013/2014
7,Marc Bartra Aregall,43.27571428571429,18.202857142857145,[43.27571429 18.20285714],137,Almería x Barcelona,2013/2014
8,Pedro Eliezer Rodríguez Ledesma,70.91666666666667,47.580000000000005,[70.91666667 47.58      ],89,Almería x Barcelona,2013/2014
9,Sergio Busquets i Burgos,57.45151515151515,31.513636363636365,[57.45151515 31.51363636],127,Almería x Barcelona,2013/2014
10,Víctor Valdés Arribas,12.276190476190477,33.9,[12.27619048 33.9       ],33,Almería x Barcelona,2013/2014
0,Alexis Alejandro Sánchez Sánchez,76.44137931034483,53.55172413793103,[76.44137931 53.55172414],73,Real Valladolid x Barcelona,2012/2013
1,Daniel Alves da Silva,67.58924731182796,2.13225806451613,[67.58924731  2.13225806],178,Real Valladolid x Barcelona,2012/2013
2,Gerard Piqué Bernabéu,42.82058823529412,17.461764705882356,[42.82058824 17.46176471],126,Real Valladolid x Barcelona,2012/2013
3,Javier Alejandro Mascherano,42.181538461538466,43.06,[42.18153846 43.06      ],121,Real Valladolid x Barcelona,2012/2013
4,Jordi Alba Ramos,58.572857142857146,63.46857142857143,[58.57285714 63.46857143],134,Real Valladolid x Barcelona,2012/2013
5,Lionel Andrés Messi Cuccittini,80.9246153846154,22.390769230769234,[80.92461538 22.39076923],154,Real Valladolid x Barcelona,2012/2013
6,Pedro Eliezer Rodríguez Ledesma,71.29642857142856,20.764285714285712,[71.29642857 20.76428571],126,Real Valladolid x Barcelona,2012/2013
7,Sergio Busquets i Burgos,56.541463414634144,37.35121951219512,[56.54146341 37.35121951],150,Real Valladolid x Barcelona,2012/2013
8,Thiago Alcântara do Nascimento,66.04470588235294,37.06,[66.04470588 37.06      ],161,Real Valladolid x Barcelona,2012/2013
9,Víctor Valdés Arribas,13.116666666666667,35.24444444444444,[13.11666667 35.24444444],31,Real Valladolid x Barcelona,2012/2013
10,Xavier Hernández Creus,66.60081300813007,32.56178861788618,[66.60081301 32.56178862],254,Real Valladolid x Barcelona,2012/2013
0,Adriano Correia Claro,67.29444444444444,64.07777777777778,[67.29444444 64.07777778],129,Barcelona x Granada,2012/2013
1,Alexandre Dimitri Song-Billong,55.66129032258065,22.91290322580645,[55.66129032 22.91290323],116,Barcelona x Granada,2012/2013
2,Alexis Alejandro Sánchez Sánchez,86.53125,17.209375,[86.53125  17.209375],81,Barcelona x Granada,2012/2013
3,Daniel Alves da Silva,73.92702702702704,9.125675675675675,[73.92702703  9.12567568],136,Barcelona x Granada,2012/2013
4,David Villa Sánchez,86.67083333333333,63.487500000000004,[86.67083333 63.4875    ],59,Barcelona x Granada,2012/2013
5,Francesc Fàbregas i Soler,76.5890625,45.209375,[76.5890625 45.209375 ],138,Barcelona x Granada,2012/2013
6,Javier Alejandro Mascherano,49.24067796610169,51.3593220338983,[49.24067797 51.35932203],106,Barcelona x Granada,2012/2013
7,Lionel Andrés Messi Cuccittini,84.44693877551019,25.3734693877551,[84.44693878 25.37346939],114,Barcelona x Granada,2012/2013
8,Sergio Busquets i Burgos,62.44426229508196,34.72786885245902,[62.4442623  34.72786885],115,Barcelona x Granada,2012/2013
9,Thiago Alcântara do Nascimento,72.2578947368421,33.65438596491228,[72.25789474 33.65438596],117,Barcelona x Granada,2012/2013
10,Víctor Valdés Arribas,8.766666666666667,34.42666666666666,[ 8.76666667 34.42666667],27,Barcelona x Granada,2012/2013
0,Adriano Correia Claro,45.493589743589745,45.782051282051285,[45.49358974 45.78205128],131,Barcelona x Real Betis,2012/2013
1,Alexandre Dimitri Song-Billong,55.12,29.53066666666667,[55.12       29.53066667],143,Barcelona x Real Betis,2012/2013
2,Alexis Alejandro Sánchez Sánchez,80.87714285714286,13.417142857142858,[80.87714286 13.41714286],97,Barcelona x Real Betis,2012/2013
3,Andrés Iniesta Luján,69.95180722891567,45.4855421686747,[69.95180723 45.48554217],171,Barcelona x Real Betis,2012/2013
4,Cristian Tello Herrera,81.32884615384616,55.49423076923077,[81.32884615 55.49423077],114,Barcelona x Real Betis,2012/2013
5,Daniel Alves da Silva,62.73896103896104,3.685714285714286,[62.73896104  3.68571429],146,Barcelona x Real Betis,2012/2013
6,David Villa Sánchez,74.84,41.660000000000004,[74.84 41.66],30,Barcelona x Real Betis,2012/2013
7,Gerard Piqué Bernabéu,42.254285714285714,21.282857142857143,[42.25428571 21.28285714],127,Barcelona x Real Betis,2012/2013
8,Jordi Alba Ramos,59.42758620689655,63.119540229885054,[59.42758621 63.11954023],161,Barcelona x Real Betis,2012/2013
9,José Manuel Pinto Colorado,10.278260869565218,37.9,[10.27826087 37.9       ],35,Barcelona x Real Betis,2012/2013
10,Xavier Hernández Creus,62.379439252336454,32.131775700934575,[62.37943925 32.1317757 ],229,Barcelona x Real Betis,2012/2013
0,Adriano Correia Claro,68.59074074074074,11.52037037037037,[68.59074074 11.52037037],106,Barcelona x Celta Vigo,2012/2013
1,Andrés Iniesta Luján,77.14158415841584,50.95544554455446,[77.14158416 50.95544554],213,Barcelona x Celta Vigo,2012/2013
2,David Villa Sánchez,84.11379310344829,63.13620689655173,[84.1137931 63.1362069],127,Barcelona x Celta Vigo,2012/2013
3,Francesc Fàbregas i Soler,75.79803921568627,29.83921568627451,[75.79803922 29.83921569],107,Barcelona x Celta Vigo,2012/2013
4,Javier Alejandro Mascherano,43.323913043478264,42.9195652173913,[43.32391304 42.91956522],81,Barcelona x Celta Vigo,2012/2013
5,Jordi Alba Ramos,65.28130081300813,62.32032520325203,[65.28130081 62.3203252 ],230,Barcelona x Celta Vigo,2012/2013
6,Lionel Andrés Messi Cuccittini,84.55454545454545,30.48363636363636,[84.55454545 30.48363636],127,Barcelona x Celta Vigo,2012/2013
7,Pedro Eliezer Rodríguez Ledesma,81.56481481481481,16.659259259259258,[81.56481481 16.65925926],109,Barcelona x Celta Vigo,2012/2013
8,Sergio Busquets i Burgos,55.88387096774194,32.35967741935484,[55.88387097 32.35967742],118,Barcelona x Celta Vigo,2012/2013
9,Víctor Valdés Arribas,7.65,32.79,[ 7.65 32.79],15,Barcelona x Celta Vigo,2012/2013
10,Xavier Hernández Creus,69.61754385964912,32.99736842105263,[69.61754386 32.99736842],223,Barcelona x Celta Vigo,2012/2013
0,Andrés Iniesta Luján,68.98651685393259,43.90112359550562,[68.98651685 43.9011236 ],189,Valencia x Barcelona,2012/2013
1,Daniel Alves da Silva,59.614999999999995,4.371250000000001,[59.615    4.37125],148,Valencia x Barcelona,2012/2013
2,Francesc Fàbregas i Soler,63.82941176470589,39.77450980392157,[63.82941176 39.7745098 ],114,Valencia x Barcelona,2012/2013
3,Gerard Piqué Bernabéu,40.42258064516129,23.843548387096774,[40.42258065 23.84354839],121,Valencia x Barcelona,2012/2013
4,Javier Alejandro Mascherano,35.911764705882355,47.1764705882353,[35.91176471 47.17647059],31,Valencia x Barcelona,2012/2013
5,Jordi Alba Ramos,59.17432432432432,64.07027027027027,[59.17432432 64.07027027],130,Valencia x Barcelona,2012/2013
6,Lionel Andrés Messi Cuccittini,74.22692307692309,27.88653846153846,[74.22692308 27.88653846],127,Valencia x Barcelona,2012/2013
7,Pedro Eliezer Rodríguez Ledesma,73.25384615384615,13.5,[73.25384615 13.5       ],120,Valencia x Barcelona,2012/2013
8,Sergio Busquets i Burgos,53.87073170731707,34.958536585365856,[53.87073171 34.95853659],152,Valencia x Barcelona,2012/2013
9,Víctor Valdés Arribas,10.756666666666666,34.41,[10.75666667 34.41      ],45,Valencia x Barcelona,2012/2013
10,Xavier Hernández Creus,65.13333333333334,30.51875,[65.13333333 30.51875   ],193,Valencia x Barcelona,2012/2013
0,Cristian Tello Herrera,88.84776119402986,63.28955223880597,[88.84776119 63.28955224],142,Mallorca x Barcelona,2012/2013
1,Daniel Alves da Silva,74.9159090909091,6.80340909090909,[74.91590909  6.80340909],176,Mallorca x Barcelona,2012/2013
2,David Villa Sánchez,75.71764705882353,12.594117647058825,[75.71764706 12.59411765],54,Mallorca x Barcelona,2012/2013
3,Francesc Fàbregas i Soler,72.92916666666666,41.76,[72.92916667 41.76      ],245,Mallorca x Barcelona,2012/2013
4,Gerard Piqué Bernabéu,44.44210526315789,23.74736842105263,[44.44210526 23.74736842],103,Mallorca x Barcelona,2012/2013
5,Javier Alejandro Mascherano,47.08636363636364,44.288636363636364,[47.08636364 44.28863636],75,Mallorca x Barcelona,2012/2013
6,Jordi Alba Ramos,60.34367816091954,59.61494252873563,[60.34367816 59.61494253],151,Mallorca x Barcelona,2012/2013
